path,module,size,last_modified,ext
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\CoverLetterVersionEntity.kt","core/database",891,2026-07-31 12:47:38,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\InterviewEvaluationEntity.kt","core/database",821,2026-07-31 13:31:52,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\InterviewMessageEntity.kt","core/database",869,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\InterviewQuestionEntity.kt","core/database",946,2026-08-01 18:22:55,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\InterviewSessionEntity.kt","core/database",1371,2026-07-31 13:31:16,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\InterviewSessionWithMessages.kt","core/database",352,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobApplicationEntity.kt","core/database",814,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobApplicationWithDetails.kt","core/database",364,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobDescriptionEntity.kt","core/database",481,2026-07-31 10:16:58,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobEntity.kt","core/database",1173,2026-07-31 11:03:00,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobMetadataEntities.kt","core/database",1322,2026-07-31 11:03:00,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\JobWithDetails.kt","core/database",305,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\OutreachEntities.kt","core/database",1624,2026-07-31 11:58:52,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\ProviderConfigurationEntity.kt","core/database",502,2026-07-31 16:30:21,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\RecruiterEntities.kt","core/database",1518,2026-07-31 16:42:44,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\ResumeAnalysisEntity.kt","core/database",791,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\ResumeEntity.kt","core/database",717,2026-07-31 16:42:58,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\ResumeSectionEntity.kt","core/database",738,2026-07-31 02:42:55,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\ResumeVersionEntity.kt","core/database",748,2026-07-31 02:42:53,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\RoadmapEntity.kt","core/database",530,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\RoadmapStepEntity.kt","core/database",730,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\RoadmapWithSteps.kt","core/database",323,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\SavedSearchEntity.kt","core/database",371,2026-07-30 20:00:15,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\UserEntity.kt","core/database",787,2026-08-01 16:29:07,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\UserProfileEntity.kt","core/database",865,2026-08-01 18:38:47,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\model\WorkflowEntities.kt","core/database",3854,2026-07-31 14:14:48,"kt"
"core\database\src\main\java\com\bangersoul\aivance\core\database\security\EncryptionService.kt","core/database",2359,2026-08-02 01:31:04,"kt"
"core\database\src\test\java\com\bangersoul\aivance\core\database\converter\AivanceConvertersTest.kt","core/database",5462,2026-07-31 18:29:45,"kt"
"core\datastore\build.gradle.kts","core/datastore",840,2026-08-02 01:32:11,"kts"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\CryptoManager.kt","core/datastore",3537,2026-07-30 20:00:15,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\PreferencesManager.kt","core/datastore",3902,2026-07-30 20:00:15,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\SecretsManager.kt","core/datastore",1551,2026-08-02 01:31:18,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\UserPreferences.kt","core/datastore",1091,2026-08-02 15:27:02,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\UserPreferencesRepository.kt","core/datastore",3332,2026-08-02 15:27:12,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\UserPreferencesSerializer.kt","core/datastore",1236,2026-07-30 20:00:15,"kt"
"core\datastore\src\main\java\com\bangersoul\aivance\core\datastore\di\DataStoreModule.kt","core/datastore",1471,2026-07-30 20:00:15,"kt"
"core\datastore\src\test\java\com\bangersoul\aivance\core\datastore\UserPreferencesSerializerTest.kt","core/datastore",2146,2026-07-31 18:38:21,"kt"
"core\designsystem\build.gradle.kts","core/designsystem",691,2026-08-02 14:39:30,"kts"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AiComponents.kt","core/designsystem",4836,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceBanner.kt","core/designsystem",4447,2026-07-31 17:41:47,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceButtons.kt","core/designsystem",3567,2026-07-31 17:37:58,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceCards.kt","core/designsystem",11304,2026-07-31 17:39:44,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceCharts.kt","core/designsystem",15717,2026-08-02 15:31:36,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceEmptyState.kt","core/designsystem",4340,2026-07-31 17:38:13,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceScreen.kt","core/designsystem",2535,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceSkeleton.kt","core/designsystem",5355,2026-07-31 17:37:58,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceSuccess.kt","core/designsystem",2323,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\AivanceTopBar.kt","core/designsystem",2231,2026-07-31 17:41:47,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\ChatComponents.kt","core/designsystem",5759,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\DashboardComponents.kt","core/designsystem",13926,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\ErrorUI.kt","core/designsystem",4066,2026-07-31 17:38:13,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\LoadingUI.kt","core/designsystem",1255,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\components\RoadmapComponents.kt","core/designsystem",6722,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\theme\Color.kt","core/designsystem",17107,2026-07-31 17:36:56,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\theme\DesignSystem.kt","core/designsystem",1021,2026-07-30 20:00:15,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\theme\Motion.kt","core/designsystem",1308,2026-07-31 17:37:13,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\theme\Theme.kt","core/designsystem",3575,2026-07-31 17:41:47,"kt"
"core\designsystem\src\main\java\com\bangersoul\aivance\core\designsystem\theme\Type.kt","core/designsystem",3639,2026-08-02 16:52:39,"kt"
"core\designsystem\src\test\java\com\bangersoul\aivance\core\designsystem\theme\AccentPaletteTest.kt","core/designsystem",3543,2026-08-02 14:49:08,"kt"
"core\domain\build.gradle.kts","core/domain",791,2026-07-31 10:23:48,"kts"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\analytics\AnalyticsEngine.kt","core/domain",3544,2026-08-01 20:53:06,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\analytics\CareerScoreEngine.kt","core/domain",1058,2026-07-31 14:48:38,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\analytics\KPIEngine.kt","core/domain",1056,2026-07-31 14:48:12,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\analytics\RecommendationEngine.kt","core/domain",1982,2026-07-31 14:49:19,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\assistant\AssistantContextEngine.kt","core/domain",1650,2026-07-31 15:37:51,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\assistant\CapabilityRouter.kt","core/domain",7092,2026-08-01 13:34:30,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\config\FeatureFlags.kt","core/domain",6672,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\config\PlayIntegrityManager.kt","core/domain",2667,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\config\PrivacyManager.kt","core/domain",2928,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\config\VersionManager.kt","core/domain",3498,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\performance\PerformanceUtils.kt","core/domain",6645,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\AiRepository.kt","core/domain",1029,2026-08-02 15:15:37,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\AnalyticsRepository.kt","core/domain",922,2026-07-31 14:49:42,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\ApplicationWorkflowRepository.kt","core/domain",1090,2026-08-01 18:30:56,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\AssistantRepository.kt","core/domain",484,2026-07-31 15:39:28,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\AtsRepository.kt","core/domain",1656,2026-08-02 14:27:18,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\CoverLetterRepository.kt","core/domain",1709,2026-08-02 15:16:02,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\InterviewKnowledgeRepository.kt","core/domain",657,2026-08-01 18:23:25,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\InterviewRepository.kt","core/domain",1447,2026-08-01 13:12:33,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\JobRepository.kt","core/domain",1104,2026-08-01 18:14:24,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\JobTrackerRepository.kt","core/domain",653,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\ProviderRepository.kt","core/domain",596,2026-07-31 02:10:07,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\ResumeRepository.kt","core/domain",1357,2026-07-31 02:58:26,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\SearchRepository.kt","core/domain",446,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\SettingsRepository.kt","core/domain",627,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\UserRepository.kt","core/domain",373,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\crm\CompanyIntelligenceRepository.kt","core/domain",569,2026-07-31 12:01:16,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\crm\CRMRepository.kt","core/domain",540,2026-07-31 12:01:13,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\crm\OutreachRepository.kt","core/domain",610,2026-07-31 12:01:13,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\repository\crm\RecruiterIntelligenceRepository.kt","core/domain",573,2026-07-31 12:01:17,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\service\TextGenerationService.kt","core/domain",631,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\telemetry\TelemetryEngine.kt","core/domain",3124,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\UseCase.kt","core/domain",1050,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\ClearConversationUseCase.kt","core/domain",1682,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\RegenerateResponseUseCase.kt","core/domain",2698,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\SendMessageUseCase.kt","core/domain",1977,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\StartConversationUseCase.kt","core/domain",1935,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\StreamResponseUseCase.kt","core/domain",2903,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ai\SummariseConversationUseCase.kt","core/domain",3529,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\analytics\ExportAnalyticsUseCase.kt","core/domain",932,2026-07-31 15:10:39,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\analytics\GenerateUsageReportUseCase.kt","core/domain",1164,2026-07-31 15:10:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\analytics\TrackEventUseCase.kt","core/domain",3101,2026-08-01 20:53:06,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\assistant\GetAssistantResponseUseCase.kt","core/domain",8628,2026-08-02 14:04:10,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ats\AnalyzeJobDescriptionUseCase.kt","core/domain",2486,2026-07-31 10:25:03,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ats\PerformAtsAnalysisUseCase.kt","core/domain",1455,2026-07-31 10:24:49,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\ats\StreamAtsAnalysisUseCase.kt","core/domain",897,2026-08-02 14:28:19,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\career\GenerateCareerRoadmapUseCase.kt","core/domain",3740,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\career\RecommendSkillsUseCase.kt","core/domain",3589,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\career\SuggestLearningPathUseCase.kt","core/domain",4292,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\coverletter\ExportCoverLetterUseCase.kt","core/domain",3358,2026-07-31 13:02:58,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\coverletter\GenerateCoverLetterUseCase.kt","core/domain",1499,2026-07-31 12:51:53,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\coverletter\ImproveCoverLetterUseCase.kt","core/domain",2073,2026-07-31 13:03:46,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\coverletter\RegenerateCoverLetterSectionUseCase.kt","core/domain",844,2026-07-31 12:52:27,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\coverletter\StreamGenerateCoverLetterUseCase.kt","core/domain",1305,2026-08-02 15:16:28,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\crm\FindRecruitersUseCase.kt","core/domain",746,2026-07-31 12:09:50,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\crm\GenerateOutreachDraftUseCase.kt","core/domain",1318,2026-07-31 12:09:32,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\di\UseCaseModule.kt","core/domain",5340,2026-08-02 15:17:17,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\interview\EndInterviewUseCase.kt","core/domain",1288,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\interview\EvaluateAnswersUseCase.kt","core/domain",3585,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\interview\GenerateFeedbackUseCase.kt","core/domain",1192,2026-07-31 13:47:41,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\interview\GenerateInterviewQuestionsUseCase.kt","core/domain",2791,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\interview\StartInterviewSessionUseCase.kt","core/domain",1978,2026-07-31 13:45:23,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\job\GetJobDetailsUseCase.kt","core/domain",658,2026-07-31 11:07:54,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\job\SearchJobsUseCase.kt","core/domain",1010,2026-07-31 11:07:08,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\job\ToggleJobBookmarkUseCase.kt","core/domain",612,2026-07-31 11:07:27,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\provider\DisableProviderUseCase.kt","core/domain",2203,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\provider\EnableProviderUseCase.kt","core/domain",2200,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\provider\GetAvailableModelsUseCase.kt","core/domain",2535,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\provider\GetProviderHealthUseCase.kt","core/domain",2057,2026-08-01 13:00:52,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\provider\SelectProviderUseCase.kt","core/domain",3113,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\AnalyseResumeUseCase.kt","core/domain",1784,2026-07-31 03:11:43,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\CalculateATSScoreUseCase.kt","core/domain",3263,2026-07-31 03:11:51,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\ExportResumeUseCase.kt","core/domain",3482,2026-07-31 03:11:54,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\GenerateResumeSummaryUseCase.kt","core/domain",4183,2026-07-31 03:13:50,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\ImportResumeUseCase.kt","core/domain",767,2026-07-31 03:11:57,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\ImproveResumeUseCase.kt","core/domain",3183,2026-08-03 07:50:25,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\ParseResumeUseCase.kt","core/domain",630,2026-07-31 03:12:01,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\resume\StreamImproveSectionUseCase.kt","core/domain",2290,2026-08-03 07:50:20,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\settings\ExportSettingsUseCase.kt","core/domain",2903,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\settings\LoadSettingsUseCase.kt","core/domain",1626,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\settings\ResetSettingsUseCase.kt","core/domain",1654,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\settings\SaveSettingsUseCase.kt","core/domain",1766,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\user\CreateProfileUseCase.kt","core/domain",3415,2026-08-01 18:39:27,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\user\DeleteProfileUseCase.kt","core/domain",1524,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\user\LoadProfileUseCase.kt","core/domain",1485,2026-07-30 20:00:15,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\user\UpdateProfileUseCase.kt","core/domain",4274,2026-08-01 18:39:27,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\usecase\workflow\TaskGeneratorUseCase.kt","core/domain",1939,2026-07-31 14:26:48,"kt"
"core\domain\src\main\java\com\bangersoul\aivance\core\domain\workflow\WorkflowEngine.kt","core/domain",1787,2026-08-01 13:02:19,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\ai\SendMessageUseCaseTest.kt","core/domain",1770,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\ai\StartConversationUseCaseTest.kt","core/domain",1373,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\analytics\ExportAnalyticsUseCaseTest.kt","core/domain",1568,2026-07-31 19:51:39,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\analytics\GenerateUsageReportUseCaseTest.kt","core/domain",1805,2026-07-31 19:51:49,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\analytics\TrackEventUseCaseTest.kt","core/domain",2651,2026-08-01 21:49:48,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\career\GenerateCareerRoadmapUseCaseTest.kt","core/domain",1216,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\coverletter\ExportCoverLetterUseCaseTest.kt","core/domain",2881,2026-07-31 19:52:18,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\coverletter\GenerateCoverLetterUseCaseTest.kt","core/domain",1866,2026-07-31 19:52:07,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\coverletter\ImproveCoverLetterUseCaseTest.kt","core/domain",2553,2026-07-31 20:02:36,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\interview\EndInterviewUseCaseTest.kt","core/domain",1071,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\interview\EvaluateAnswersUseCaseTest.kt","core/domain",1956,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\interview\GenerateFeedbackUseCaseTest.kt","core/domain",2267,2026-07-31 20:02:36,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\interview\StartInterviewSessionUseCaseTest.kt","core/domain",1910,2026-07-31 20:02:36,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\job\GetJobDetailsUseCaseTest.kt","core/domain",1622,2026-07-31 20:02:36,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\job\SearchJobsUseCaseTest.kt","core/domain",2017,2026-07-31 20:05:55,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\job\ToggleJobBookmarkUseCaseTest.kt","core/domain",1735,2026-07-31 20:02:36,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\provider\DisableProviderUseCaseTest.kt","core/domain",1443,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\provider\EnableProviderUseCaseTest.kt","core/domain",1359,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\provider\GetAvailableModelsUseCaseTest.kt","core/domain",1194,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\provider\SelectProviderUseCaseTest.kt","core/domain",1666,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\AnalyseResumeUseCaseTest.kt","core/domain",2429,2026-07-31 20:05:55,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\CalculateATSScoreUseCaseTest.kt","core/domain",3352,2026-07-31 20:05:55,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\ExportResumeUseCaseTest.kt","core/domain",2995,2026-07-31 20:05:55,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\GenerateResumeSummaryUseCaseTest.kt","core/domain",2936,2026-07-31 20:07:41,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\ImportResumeUseCaseTest.kt","core/domain",1465,2026-07-31 20:07:41,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\ImproveResumeUseCaseTest.kt","core/domain",2524,2026-08-01 13:28:05,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\resume\ParseResumeUseCaseTest.kt","core/domain",1295,2026-07-31 20:07:41,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\settings\ExportSettingsUseCaseTest.kt","core/domain",1063,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\settings\LoadSettingsUseCaseTest.kt","core/domain",1424,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\user\CreateProfileUseCaseTest.kt","core/domain",1566,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\user\DeleteProfileUseCaseTest.kt","core/domain",1473,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\user\LoadProfileUseCaseTest.kt","core/domain",1449,2026-07-30 20:00:15,"kt"
"core\domain\src\test\java\com\bangersoul\aivance\core\domain\usecase\user\UpdateProfileUseCaseTest.kt","core/domain",1643,2026-07-30 20:00:15,"kt"
"core\enrichment-providers\build.gradle.kts","core/enrichment-providers",956,2026-07-31 19:21:00,"kts"
"core\enrichment-providers\src\main\kotlin\com\bangersoul\aivance\core\enrichment\di\EnrichmentProvidersModule.kt","core/enrichment-providers",1770,2026-07-31 18:58:48,"kt"
"core\enrichment-providers\src\main\kotlin\com\bangersoul\aivance\core\enrichment\hunter\HunterApi.kt","core/enrichment-providers",782,2026-07-31 18:58:26,"kt"
"core\enrichment-providers\src\main\kotlin\com\bangersoul\aivance\core\enrichment\hunter\HunterEnrichmentProvider.kt","core/enrichment-providers",7302,2026-08-01 10:17:30,"kt"
"core\enrichment-providers\src\main\kotlin\com\bangersoul\aivance\core\enrichment\hunter\dto\HunterDtos.kt","core/enrichment-providers",1345,2026-07-31 18:58:26,"kt"
"core\enrichment-providers\src\test\java\com\bangersoul\aivance\core\enrichment\hunter\HunterEnrichmentProviderTest.kt","core/enrichment-providers",4982,2026-07-31 19:20:02,"kt"
"core\job-providers\build.gradle.kts","core/job-providers",1237,2026-07-31 19:02:08,"kts"
"core\job-providers\src\main\kotlin\com\bangersoul\aivance\job\adzuna\AdzunaApi.kt","core/job-providers",728,2026-07-31 18:52:49,"kt"
